fragment_smiles,occurences,example_ligands
CC12CC(CO1)C2,1253,27:02700:1:Z3569594910;27:02700:1:Z3703987047;27:02700:2:Z3634253604;
CC1NCCOc2ccccc21,108,27:02700:1:Z990777606;27:02701:4:Z2715859529;27:02703:2:Z4065068739;
c1cn2c(n1)CNCC2,511,27:02700:1:Z4242984417;27:02700:1:Z4212293372;27:02700:3:Z4291071079;
Cc1cc2ncncn2n1,235,27:02700:1:Z4231364097;27:02700:1:Z3828455224;27:02701:1:Z3828306732;
Fc1cccc2c1OCC2,188,27:02700:1:Z3134054270;27:02700:9:Z1647927707;27:02701:9:Z1266451728;
Cc1ccc(=O)[nH]c1C,289,27:02700:1:Z3441360305;27:02701:0:Z3584839787;27:02701:0:Z3438304169;
Cc1cccn2cnnc12,107,27:02700:1:Z4293901870;27:02701:3:Z4253890962;27:02701:8:Z4221184143;
Cc1cc2cncnc2[nH]1,237,27:02700:1:Z4991772445;27:02700:1:Z4991791443;27:02700:5:Z4996388047;
c1cnc2cnsc2c1,168,27:02700:1:Z4343353531;27:02700:9:Z4224070270;27:02701:2:Z4225762104;
O=S1(=O)CCC2(CCNC2)CC1,196,27:02700:1:Z3794775411;27:02700:5:Z3561666826;27:02701:3:Z4277874180;
O=c1[nH]c2c([nH]1)CNCC2,330,27:02700:1:Z4960058906;27:02700:2:Z4004880655;27:02700:4:Z4031497187;
CC12CNC(C1)C2,806,27:02700:1:Z3718297469;27:02700:1:Z3318203530;27:02700:3:Z4935184861;
CC1CCC2(CC2)NC1,273,27:02700:1:Z4094133537;27:02700:9:Z4094130060;27:02701:8:Z3821326876;
CC1CC(N)C1,1135,27:02700:1:Z3519059987;27:02700:1:Z4157614635;27:02700:8:Z3517669159;
c1cnc2cn[nH]c2c1,627,27:02700:1:Z3295690740;27:02700:2:Z4055060831;27:02700:2:Z4055062036;
NC1CC12CCC2,553,27:02700:1:Z3047454757;27:02700:1:Z3141956144;27:02700:1:Z3141945657;
Cc1cccn1C,2144,27:02700:1:Z3648765106;27:02700:1:Z2188123845;27:02700:1:Z4376456817;
Clc1cccc2c1CC2,301,27:02700:1:Z4467012833;27:02700:1:Z2714514038;27:02700:6:Z2707038353;
FC1(F)CCc2oncc2C1,173,27:02700:1:Z3855541647;27:02700:1:Z3382015434;27:02700:2:Z3795562250;
C1NCC2CNCC12,954,27:02700:1:Z3046665982;27:02700:1:Z2360724727;27:02700:1:Z2368575475;
C1CC2CNCC(C1)C2,1636,27:02700:1:Z4065737795;27:02700:2:Z5060494547;27:02700:3:Z4592919890;
Cc1cc(=O)ccn1C,248,27:02700:1:Z2669372664;27:02700:5:Z2027677274;27:02703:0:Z3208521101;
CC1NCCC1(F)F,603,27:02700:1:Z4113534973;27:02700:2:Z4828305961;27:02701:2:Z4153603472;
CC12CCC(=O)N1CCS2,203,27:02700:1:Z4114879467;27:02700:3:Z4114536465;27:02700:5:Z4109828219;
C1COC2(C1)CCOCC2,970,27:02700:1:Z3462069440;27:02700:1:Z4010988346;27:02700:2:Z3654722155;
Oc1ccc2c(c1)CCNC2,303,27:02700:1:Z4285063044;27:02700:3:Z3530281580;27:02700:5:Z3059868532;
C1CCCCNCCCC1,137,27:02700:1:Z3522087300;27:02700:6:Z3795118994;27:02700:6:Z3522087301;
C1NCC12CSC2,628,27:02700:1:Z4117889338;27:02700:2:Z3176179257;27:02700:3:Z3390589725;
CC1CCC(F)(F)CC1,728,27:02700:1:Z2782695673;27:02700:1:Z4181411790;27:02700:1:Z4430200319;
C1=CSCS1,440,27:02700:1:Z4281395227;27:02700:2:Z4240131171;27:02700:4:Z4284883032;
C1COC2(C1)CCNC2,799,27:02700:1:Z3559769790;27:02700:1:Z4860409243;27:02700:2:Z4446330028;
Cc1cc(=O)[nH]cn1,1132,27:02700:1:Z4536478534;27:02700:3:Z2906367460;27:02700:4:Z1432753841;
CC1CCc2nccn21,488,27:02700:1:Z3202075721;27:02700:1:Z3077288357;27:02700:1:Z2769924893;
O=c1[nH]cnc2cc(F)c(O)cc12,3,27:02700:1:Z2762579402;27:02701:9:Z2529074731;27:02756:6:Z4208963560;
CC1CNC(=O)C1,1429,27:02700:1:Z4343018455;27:02700:1:Z2020139126;27:02700:2:Z4254123014;
O=S1(=O)CC2CNCC2C1,415,27:02700:1:Z4057496511;27:02700:1:Z4065034023;27:02700:4:Z4993709470;
Fc1cc(Cl)cc2c1CNCC2,89,27:02700:1:Z3141265241;27:02700:9:Z3060350360;27:02701:4:Z3078973127;
C1CCc2[nH]nnc2C1,1277,27:02700:1:Z2228822727;27:02700:1:Z2608008099;27:02700:2:Z2542348483;
CC1(C)CNCC(=O)N1,659,27:02700:1:Z4289039762;27:02700:1:Z1275410998;27:02700:2:Z3530439413;
Cc1ncn2c1CCC2,318,27:02700:1:Z4000728650;27:02700:5:Z4505955907;27:02700:5:Z4505922211;
Clc1cccc2c1CC1CC21,143,27:02700:1:Z3576203489;27:02700:1:Z2714024434;27:02701:7:Z2911836670;
OC1CNCCNC1,508,27:02700:1:Z4055125962;27:02700:1:Z3342241541;27:02700:4:Z3139119630;
FC1(F)CC2(CCOC2)C1,240,27:02700:1:Z4643649528;27:02700:1:Z4492199560;27:02700:5:Z4883835141;
O=C1CN=CN1,258,27:02700:1:Z1188785906;27:02700:6:Z1796100309;27:02700:7:Z3189686722;
Cc1csc2ccc(Cl)cc12,56,27:02700:1:Z2852804505;27:02700:4:Z1994801838;27:02700:4:Z1994809523;
O=C1COCc2ccccc2N1,24,27:02700:1:Z3346915898;27:02701:3:Z3831597463;27:02704:3:Z3347094188;
CN1C(=O)CNC2CC21,574,27:02700:1:Z4273545790;27:02700:4:Z4295640225;27:02700:5:Z4230534428;
CC1(C)CCCC(=O)C1,276,27:02700:1:Z5004082922;27:02700:3:Z5007334014;27:02701:0:Z5000893088;
O=c1[nH]nn[nH]1,700,27:02700:1:Z4341553788;27:02700:1:Z4341554729;27:02700:1:Z2169134610;
C1CNC2CCOC2C1,471,27:02700:1:Z3663655590;27:02700:1:Z3663617977;27:02700:3:Z4453845169;
FC=C1CCCNC1,275,27:02700:1:Z4228522450;27:02700:3:Z4228536406;27:02700:7:Z4228527898;
CC1CCS(=O)(=O)CCN1,247,27:02700:1:Z3876978321;27:02700:4:Z3470100068;27:02700:9:Z2774119959;
ClC1=CCCCC1,284,27:02700:1:Z3746984914;27:02701:1:Z1459238500;27:02701:7:Z4570501426;
OC12CCNCC1C2,690,27:02700:1:Z4215050104;27:02700:1:Z2645918245;27:02700:3:Z2603786306;
Fc1cnccn1,1095,27:02700:1:Z2612560195;27:02700:1:Z4272816292;27:02700:1:Z4391445107;
Fc1cccc2ncsc12,239,27:02700:1:Z3360049533;27:02700:8:Z3079652331;27:02701:4:Z2272568990;
FC1(F)CNCCOC1,586,27:02700:1:Z4110427422;27:02700:2:Z3793597503;27:02700:2:Z3133133931;
Cc1ccc(C)c(C)n1,336,27:02700:1:Z4221947735;27:02700:2:Z4023021968;27:02700:7:Z4021598396;
Fc1ccc2c(c1)OCCN2,179,27:02700:1:Z1311485454;27:02700:3:Z2015246506;27:02702:0:Z1228037637;
FC12CCCC1CNC2,670,27:02700:1:Z3828711789;27:02700:5:Z3827928476;27:02700:9:Z3815513454;
C1=CCCCC1,582,27:02700:1:Z4999754059;27:02700:4:Z1745772287;27:02700:8:Z4292480424;
Cc1n[nH]c2ccncc12,277,27:02700:1:Z4999754059;27:02700:2:Z4123177835;27:02700:3:Z4181024542;
Cn1cc(O)cn1,149,27:02700:1:Z3559787137;27:02704:4:Z3583208031;27:02704:4:Z3370300439;
C1CCC2(C1)COCCN2,258,27:02700:1:Z3522586450;27:02700:6:Z3807814446;27:02700:6:Z4859741130;
CC1(C)NCc2cn[nH]c21,104,27:02700:1:Z4207248400;27:02701:5:Z4204655334;27:02701:5:Z4212533966;
FC1(F)C2CCNCC21,679,27:02700:1:Z4207248400;27:02700:1:Z2953247581;27:02700:4:Z3049416737;
Fc1ccncc1Cl,299,27:02700:1:Z4229986289;27:02700:2:Z4229085194;27:02700:2:Z4331199997;
O=c1nn[nH][nH]1,173,27:02700:1:Z5000172688;27:02700:1:Z5001394215;27:02701:0:Z5000716529;
CC1(C)CCCC(C)(C)C1,303,27:02700:1:Z2669085357;27:02700:4:Z2507775241;27:02700:6:Z3516554644;
OC1CC2(CCNCC2)C1,448,27:02700:1:Z4143202168;27:02700:6:Z4258396745;27:02700:8:Z4140281120;
CC1CCCCN1C,2049,27:02700:1:Z3508941951;27:02700:1:Z1840190906;27:02700:1:Z1851189357;
Clc1ccc2nccn2c1,567,27:02700:1:Z1244150264;27:02700:2:Z2264377564;27:02700:3:Z4210120104;
Cc1nc2ccccc2[nH]1,963,27:02700:1:Z4537639075;27:02700:2:Z2366871506;27:02700:2:Z3340126040;
Cc1cc(C)c2c(C)c[nH]c2c1,35,27:02700:1:Z3295772161;27:02704:0:Z3889491749;27:02704:0:Z3382522347;
Cc1ccc2nccc(C)c2c1,31,27:02700:1:Z3602795803;27:02702:3:Z2044192641;27:02717:4:Z2032436400;
c1noc2c1CCCC2,1462,27:02700:1:Z4022730523;27:02700:1:Z2987481667;27:02700:1:Z3019792299;
NC12CCC1CNC2,475,27:02700:1:Z3141432177;27:02700:1:Z3278063021;27:02700:1:Z3073491939;
CN1CC2(CCCNC2)CC1=O,130,27:02700:1:Z4346246909;27:02700:2:Z3628543003;27:02700:3:Z3532485158;
Nc1cccnn1,361,27:02700:1:Z3229602931;27:02700:3:Z4101248973;27:02700:3:Z4101310293;
O=C1NCCC2CCCNC12,160,27:02700:1:Z2921462679;27:02700:7:Z2860626569;27:02701:8:Z2843330417;
Clc1ccc(Cl)cc1,3648,27:02700:1:Z2287869879;27:02700:1:Z2852783616;27:02700:1:Z1559019354;
FC12CNC(C1)C2,560,27:02700:1:Z4094324198;27:02700:5:Z3910104399;27:02700:5:Z3910093483;
Clc1ccc2c(c1)C=CCO2,48,27:02700:1:Z1024925518;27:02702:6:Z2362788470;27:02710:8:Z4043475501;
c1cnc2c(c1)CCNC2,372,27:02700:1:Z4297282815;27:02700:2:Z4065762889;27:02700:6:Z4297278321;
O=c1[nH]ncs1,194,27:02700:1:Z1738063238;27:02700:5:Z4216863501;27:02700:5:Z2360690022;
Cn1ncc(=O)c2ccccc21,35,27:02700:1:Z1190604223;27:02701:7:Z3817101146;27:02701:9:Z1177844877;
Cc1cc[nH]c(=O)n1,49,27:02700:1:Z2897927216;27:02703:5:Z2993588018;27:02703:5:Z2613455879;
Cc1csnn1,3389,27:02700:1:Z2897927216;27:02700:1:Z4420905897;27:02700:1:Z2210088041;
FC1(F)C2CCCCCC21,556,27:02700:1:Z3580391968;27:02700:4:Z3143353223;27:02700:6:Z3646927137;
c1cc2c(cn1)CCN2,395,27:02700:1:Z1727958259;27:02700:1:Z4126902455;27:02700:4:Z3520613852;
Cc1ccncc1O,251,27:02700:1:Z3647444516;27:02701:6:Z2909292444;27:02702:1:Z2892621382;
OC12CCCC(CCC1)C2,123,27:02700:1:Z3647444516;27:02701:1:Z3647441083;27:02701:1:Z3915743445;
CC1(C)CNC(C)(C)C1O,274,27:02700:1:Z3712717938;27:02700:1:Z3657624986;27:02700:3:Z3712717306;
Clc1ccc2c(c1)CC1CC21,162,27:02700:1:Z2706466307;27:02700:1:Z4293193622;27:02700:6:Z2699376225;
C1COC2(CN1)CNC2,450,27:02700:1:Z4156602109;27:02700:3:Z4210637589;27:02700:4:Z4144538924;
Clc1cccn2ccnc12,413,27:02700:1:Z4124962947;27:02700:3:Z3948502499;27:02700:3:Z3948504093;
Clc1cn2ccsc2n1,570,27:02700:1:Z1890961778;27:02700:1:Z221493374;27:02700:2:Z2639169133;
OC1CNCC2(CCCC2)CC1O,71,27:02700:1:Z3639384568;27:02700:3:Z4285677718;27:02700:5:Z3652796411;
Cc1cn2nccc2c(=O)[nH]1,64,27:02700:1:Z3199630170;27:02706:3:Z3203276601;27:02707:4:Z3185226539;
OC1CNCCOC1,697,27:02700:1:Z2640861109;27:02700:3:Z3437254701;27:02700:4:Z3396039476;
CC12CNCCC1C2(F)F,408,27:02700:1:Z4234212326;27:02700:1:Z4276069627;27:02700:1:Z4279483024;
O=C1COc2ccccc2N1,1130,27:02700:1:Z1833318563;27:02700:1:Z2441088220;27:02700:1:Z3212998571;
Cc1csc(N)c1,275,27:02700:1:Z3888732587;27:02700:3:Z4062087952;27:02701:4:Z3865826806;
O=C1Cc2cccnc2N1,150,27:02700:1:Z2635482713;27:02701:0:Z2606755687;27:02701:5:Z5060729550;
O=c1[nH]ccc2c(F)cccc12,9,27:02700:1:Z4387203290;27:02707:3:Z4080682957;27:02710:5:Z4080684292;
Cc1ccn2cnnc2c1,191,27:02700:1:Z4289324682;27:02700:9:Z4059462423;27:02701:1:Z1432321314;
C1CC2NCC2CN1,631,27:02700:1:Z4860153552;27:02700:3:Z5004952217;27:02700:6:Z4860171549;
C1CCCCNCCC1,297,27:02700:1:Z2714238296;27:02700:1:Z2363881141;27:02700:3:Z2603060133;
NC1CNCC12CCC2,339,27:02700:1:Z3384113046;27:02700:8:Z3518473215;27:02701:1:Z3138966870;
Nc1ccncc1Cl,424,27:02700:1:Z4036490943;27:02700:2:Z4296454696;27:02700:7:Z4106782198;
CC1CCC(N)C1,576,27:02700:1:Z3516448888;27:02700:1:Z3518308458;27:02700:3:Z3796339691;
CC1CC2(CCC2)CO1,502,27:02700:1:Z2967662978;27:02700:9:Z3582603435;27:02701:0:Z4208071530;
C1CC2(CCN1)COC2,608,27:02700:1:Z3314848573;27:02700:5:Z3583290610;27:02700:6:Z4770939936;
Cc1ccnc2ccnn12,359,27:02700:1:Z3780573159;27:02700:2:Z4124209185;27:02700:7:Z3794356377;
C1CCC2(C1)CCCC2,787,27:02700:1:Z4453033749;27:02700:1:Z4271788570;27:02700:4:Z3359174814;
O=C1NCC2CCC1N2,972,27:02700:1:Z5017592066;27:02700:1:Z3882453400;27:02700:4:Z5006925100;
FC1(F)CCCCNC1,167,27:02700:1:Z4923718453;27:02701:3:Z3807604229;27:02702:1:Z4056586929;
O=C1NCC2CC1C2,253,27:02700:1:Z3874132472;27:02700:1:Z3551918775;27:02700:6:Z3566433694;
c1cc2c(s1)CNCC2,971,27:02700:1:Z3408627222;27:02700:3:Z1550972330;27:02700:6:Z3799551499;
OC1CCSC1,1292,27:02700:1:Z3685567418;27:02700:3:Z1442078017;27:02700:3:Z1552668909;
CC12COC(C1)C2,1047,27:02700:1:Z3354246528;27:02700:1:Z3179866775;27:02700:5:Z3352374242;
CC1(O)CCNCC1,754,27:02700:1:Z2624797437;27:02700:1:Z2007906333;27:02700:3:Z4057285539;
FC1CCC2CNCC12,399,27:02700:1:Z2113605188;27:02700:1:Z1472931449;27:02700:3:Z3197534903;
c1[nH]nc2c1CCCC2,1071,27:02700:1:Z1159012386;27:02700:1:Z3712020430;27:02700:2:Z5014711338;
c1ccc2c(c1)CCSCC2,55,27:02700:1:Z2377753651;27:02702:1:Z3350625511;27:02704:5:Z1440688573;
CC1(C)CC2CCNC21,434,27:02700:1:Z4009771085;27:02700:4:Z3890011557;27:02700:4:Z4026912090;
CC1(C)CCC12CCNC2,277,27:02700:1:Z4179274388;27:02700:2:Z4171038711;27:02700:3:Z4177269676;
OC1CC2(CCC2)C1,1189,27:02700:1:Z3705987372;27:02700:2:Z3649563167;27:02700:2:Z3898659818;
Oc1cccc(Cl)c1,1334,27:02700:1:Z2647477346;27:02700:1:Z2968652189;27:02700:1:Z2967612521;
CC1(C)OCCO1,5029,27:02700:1:Z3668383324;27:02700:1:Z3316591655;27:02700:2:Z3670545146;
c1cc2c(s1)CCOC2,1006,27:02700:1:Z2230200838;27:02700:1:Z3384131558;27:02700:2:Z2962105757;
C1NCC2CC1C2,1350,27:02700:1:Z4138049364;27:02700:2:Z3591662343;27:02700:4:Z4137555727;
C1COC2(C1)COC2,756,27:02700:1:Z2917945435;27:02700:1:Z3559756953;27:02700:2:Z2980763187;
CC1(C)CC(N)CN1,290,27:02700:1:Z3639353345;27:02700:9:Z3700133465;27:02701:6:Z3700129144;
CC1CC(O)C1,634,27:02700:1:Z4181293199;27:02700:2:Z4141394978;27:02700:3:Z4181303212;
Nc1ncc2c(n1)CNCC2,145,27:02700:1:Z2691681158;27:02701:6:Z2691449790;27:02701:8:Z4165585802;
CN1C2CCCC1CCC2,254,27:02700:1:Z3504207944;27:02700:2:Z3862747367;27:02702:9:Z3395142304;
Clc1ncc2[nH]cnc2n1,162,27:02700:1:Z2971061396;27:02700:8:Z2972437505;27:02701:4:Z4456234797;
O=C1CCC2CNCCN12,366,27:02700:1:Z1553102240;27:02700:1:Z1587867593;27:02701:1:Z1552404068;
OC1CCCC1(F)F,607,27:02700:1:Z3651976091;27:02700:1:Z3592494114;27:02700:4:Z3651987166;
CC1CCc2[nH]ncc2C1,151,27:02700:1:Z2691062759;27:02700:6:Z2843128463;27:02700:9:Z2909293359;
C1CC2CC1C1CCC21,214,27:02700:1:Z2978320999;27:02700:1:Z2999076585;27:02700:1:Z2999076187;
C1CCC2(CNC2)OC1,901,27:02700:1:Z4346981090;27:02700:4:Z4464566342;27:02700:6:Z3209980026;
C1COC2(CNC2)CO1,437,27:02700:1:Z3612224802;27:02700:8:Z3612221698;27:02701:1:Z3897262174;
CC1(C)CNCC(C)(C)C1,300,27:02700:1:Z1700703475;27:02700:4:Z3544534382;27:02700:7:Z1700703752;
CC1(C)CC2CC(C)(CN2)C1,161,27:02700:1:Z218185808;27:02700:8:Z2214943669;27:02701:5:Z192947684;
Fc1ccc2c(c1)CCCC2,752,27:02700:1:Z2846680063;27:02700:2:Z2377489562;27:02700:3:Z1953747580;
CC1CCCCC1=O,451,27:02700:1:Z4599147299;27:02700:4:Z4335706192;27:02700:9:Z3656805016;
Fc1cnccc1Cl,695,27:02700:1:Z4266918592;27:02700:5:Z4275459535;27:02700:8:Z5034861991;
Cn1ccc(=O)n(C)c1=O,1050,27:02700:1:Z2184431495;27:02700:2:Z4414640252;27:02700:3:Z2436621331;
Cc1nc2c(s1)CCCC2,873,27:02700:1:Z2820042460;27:02700:3:Z3626597785;27:02700:4:Z1951760365;
Fc1cncnc1Cl,288,27:02700:1:Z4493597432;27:02700:1:Z3834106937;27:02700:9:Z3390641874;
FC1CNCC12COC2,250,27:02700:1:Z3868583932;27:02700:2:Z2911184431;27:02701:2:Z3883234478;
CN1CCCNCCC1,327,27:02700:1:Z4270116206;27:02701:0:Z4218329605;27:02701:1:Z4218340967;
Cc1cc(=O)[nH][nH]1,143,27:02700:1:Z2227693354;27:02700:7:Z2227693952;27:02701:9:Z2233754721;
O=S1(=O)CCc2cc(Cl)ccc21,28,27:02700:1:Z1493432027;27:02701:2:Z2176734490;27:02703:0:Z1579786241;
OC1C2CNCC1OC2,521,27:02700:1:Z4279338683;27:02700:5:Z4152848269;27:02700:6:Z4154927503;
Clc1ccnc2[nH]ccc12,375,27:02700:1:Z3358979217;27:02700:1:Z4218804425;27:02700:4:Z4217784141;
O=c1[nH]c2c(c(=O)[nH]1)CCNC2,68,27:02700:1:Z3776339225;27:02707:3:Z3808275653;27:02709:6:Z3879351967;
O=S1(=O)CC2CCC(C1)N2,186,27:02700:1:Z3567043590;27:02700:4:Z3615024143;27:02700:7:Z3345474120;
Cc1ccc2c(c1)NCC(C)O2,83,27:02700:1:Z1578045775;27:02701:2:Z1697296995;27:02704:5:Z4310694680;
CC1CC2(CCCCC2)CN1,284,27:02700:1:Z4880406617;27:02700:1:Z4880417683;27:02700:5:Z4889389695;
Clc1ccc2ccncc2c1,174,27:02700:1:Z3354455493;27:02700:3:Z3648125437;27:02701:4:Z3298387368;
Cc1n[nH]c(C)n1,1436,27:02700:1:Z4152681725;27:02700:1:Z2479173439;27:02700:2:Z3889476187;
C1CC2CSCC1N2,560,27:02700:1:Z3609520735;27:02700:3:Z4014146668;27:02700:7:Z4876360758;
CC1CCCCC1(C)C,225,27:02700:1:Z3505863762;27:02701:0:Z3486167355;27:02701:3:Z4115086180;
Nc1ncco1,317,27:02700:1:Z3006669035;27:02700:5:Z4208827187;27:02700:8:Z3006637518;
C1CC2CCOCC2CN1,383,27:02700:1:Z4189045783;27:02700:5:Z4200258290;27:02700:6:Z4200272103;
CC1(C)Oc2ccccc2O1,264,27:02700:1:Z3367988974;27:02701:5:Z2613658722;27:02701:5:Z3803207568;
c1ncc2c(n1)CCCC2,1000,27:02700:1:Z4615261181;27:02700:3:Z3656814817;27:02700:4:Z4612905427;
Clc1cnc2ccccc2c1,133,27:02700:1:Z4054860673;27:02701:6:Z2852587713;27:02703:0:Z3077350852;
OC1CC2CCC1CC2,234,27:02700:1:Z2973983985;27:02701:6:Z3043974680;27:02701:9:Z3009170325;
CC1CNCc2ccccc21,234,27:02700:1:Z2838086821;27:02700:1:Z2598657422;27:02701:4:Z2015104380;
c1ccc2c(c1)CNCCS2,175,27:02700:1:Z2364589273;27:02700:7:Z3540876978;27:02701:3:Z3844432467;
O=C1NCCc2ccccc21,737,27:02700:1:Z2711078769;27:02700:7:Z4447759298;27:02701:3:Z2952657845;
OC12CCNCC1COCC2,248,27:02700:1:Z4457488180;27:02700:1:Z4451555651;27:02700:8:Z4427544455;
CC1CCC(C)CC1,744,27:02700:1:Z3051800057;27:02700:2:Z3644841319;27:02700:2:Z2377821794;
Cc1ccc(=O)[nH]c1,664,27:02700:1:Z3364660664;27:02700:5:Z3361000075;27:02700:8:Z3136738425;
Cc1cccnc1N,428,27:02700:1:Z2967732223;27:02700:1:Z4394333022;27:02700:7:Z3809534088;
C1CC2CC(C1)N2,724,27:02700:1:Z4917392343;27:02700:1:Z4931949841;27:02700:8:Z4922102219;
O=C1CCOC1,1081,27:02700:1:Z4477498227;27:02700:1:Z3536609198;27:02700:3:Z3540832167;
c1cc2n(c1)CCC2,401,27:02700:1:Z4021362506;27:02700:1:Z4022167736;27:02700:8:Z4150721777;
Clc1ccc2c(c1)OCC2,49,27:02700:1:Z1896421693;27:02701:4:Z1896421290;27:02701:7:Z1896416662;
C1CC2COCC(C2)N1,464,27:02700:1:Z4346999348;27:02700:1:Z4421760378;27:02700:3:Z4352919304;
c1cc2sccn2n1,317,27:02700:1:Z3353342242;27:02700:2:Z4091138041;27:02700:3:Z3586147417;
C1CC2(CCN1)OCCO2,422,27:02700:1:Z2788777527;27:02700:5:Z2161506280;27:02700:6:Z2448532907;
C1C2CC3CC1CC(C2)C3,305,27:02700:1:Z2482148825;27:02700:7:Z88995955;27:02700:9:Z1037918622;
C1CNC2CCOCC2C1,377,27:02700:1:Z4668388412;27:02700:4:Z4349323080;27:02700:5:Z1498538956;
FC1CCC(F)(F)CC1,291,27:02700:1:Z4668388412;27:02700:3:Z4279543608;27:02700:5:Z3587261504;
Fc1cccc2c1NCC2,301,27:02700:1:Z3310313662;27:02700:3:Z1450517087;27:02700:3:Z3793043038;
CN1CCNCCC1(C)C,296,27:02700:1:Z4770697381;27:02700:1:Z3577405103;27:02700:1:Z2812526827;
Cc1cnc(Cl)o1,398,27:02700:1:Z4293811689;27:02700:1:Z4296446611;27:02700:5:Z4294186020;
CC1CC2CC12,1441,27:02700:1:Z3855737510;27:02700:1:Z3855737824;27:02700:6:Z3573553860;
C1=NOC2C3CCC(C3)C12,136,27:02700:1:Z4296446611;27:02701:3:Z4139108395;27:02701:5:Z4143539384;
O=S1(=O)CCCC2(CCN2)C1,181,27:02700:1:Z3628720308;27:02700:5:Z3680696137;27:02701:7:Z3494076597;
Cc1cc2ccccc2[nH]1,948,27:02700:1:Z4254903439;27:02700:2:Z4056237541;27:02700:2:Z4056251781;
CC1(C)CCN1,589,27:02700:1:Z2310520762;27:02701:2:Z2631129518;27:02701:7:Z1251022636;
O=C1CCC2CNCC12,143,27:02700:1:Z4591430159;27:02700:3:Z4591307968;27:02702:5:Z4591253533;
C1CC2(CCS1)CNC2,509,27:02700:1:Z3610866621;27:02700:3:Z3439009333;27:02700:6:Z3610875358;
O=S1(=O)CC2(CNC2)C1,381,27:02700:1:Z4487530320;27:02700:2:Z2911914539;27:02700:5:Z3472023098;
O=C1CC2(CCCCC2)CN1,374,27:02700:1:Z3668442328;27:02700:3:Z3668035796;27:02700:3:Z3667598793;
CC12CCC(C)(C1)C2,46,27:02700:1:Z4436347531;27:02700:3:Z4455163291;27:02702:4:Z4436346880;
CN1C(=O)NCC12CNC2,278,27:02700:1:Z3996140228;27:02702:7:Z4019256623;27:02702:8:Z4004003007;
Cc1ccc2ccoc2c1C,34,27:02700:1:Z1037920124;27:02704:7:Z1444523832;27:02708:3:Z2393244108;
C1CC2OCCNC2CN1,518,27:02700:1:Z4215603589;27:02700:1:Z4350734765;27:02700:2:Z3321940973;
CC1(N)CCCCC1,662,27:02700:1:Z4217050462;27:02700:2:Z3139603198;27:02700:4:Z4002918867;
CC1NCCCC1O,1259,27:02700:1:Z2884769284;27:02700:1:Z2284161737;27:02700:2:Z3312317429;
Cc1ccc2c(c1)NCCCO2,63,27:02700:1:Z4965174120;27:02702:5:Z4375099137;27:02706:1:Z4216675268;
C1=NOC2COCC12,921,27:02700:1:Z3816363269;27:02700:3:Z3875875261;27:02700:3:Z3878373067;
O=C1NCC2CNCCC12,418,27:02700:1:Z3609004699;27:02700:3:Z3007242562;27:02700:3:Z4642450576;
Clc1cccc2c1OCO2,505,27:02700:1:Z4348838453;27:02700:3:Z2785468548;27:02700:6:Z3699838179;
Cc1cncc(C)n1,551,27:02700:1:Z3390065909;27:02700:2:Z3396167046;27:02700:4:Z3833856555;
CC1(C)CCCC(O)C1,686,27:02700:1:Z3509484659;27:02700:2:Z3505404443;27:02700:2:Z3509484821;
Cc1ccnc2ccccc12,510,27:02700:1:Z2723077691;27:02700:7:Z4024419176;27:02700:7:Z4024385753;
c1nc2c(s1)CNC2,229,27:02700:1:Z4539326580;27:02700:5:Z4450909346;27:02700:8:Z4539324708;
Cn1ncc2cn[nH]c21,37,27:02700:1:Z2406880798;27:02702:3:Z2452544508;27:02703:8:Z1583802660;
C1CC2CSCC2CN1,498,27:02700:1:Z3053715174;27:02700:1:Z2790711412;27:02700:2:Z2771878376;
O=C1COc2ncccc2N1,205,27:02700:1:Z4152189103;27:02700:5:Z1576627043;27:02700:9:Z4303332204;
C1CC2OCCC2CN1,620,27:02700:1:Z3382929037;27:02700:2:Z2457461092;27:02700:2:Z4292394966;
Cc1ncnc2c1CNCC2,169,27:02700:1:Z4273691714;27:02700:2:Z4227838532;27:02700:9:Z4227868880;
CC1CCC(O)C1,534,27:02700:1:Z4475357191;27:02700:1:Z4869854683;27:02700:3:Z4869748968;
CC1=CC(C)n2nnnc2N1C,23,27:02700:1:Z2496590146;27:02702:5:Z2497322669;27:02705:1:Z4181778787;
Cc1ccn2ccnc2c1,667,27:02700:1:Z1440084619;27:02700:3:Z2464668143;27:02700:3:Z927732376;
Cn1ncc2ccsc21,371,27:02700:1:Z3934610001;27:02700:3:Z4353257998;27:02700:3:Z3354260504;
O=c1cccc2n1CC1CNCC2C1,28,27:02700:1:Z2291378808;27:02701:5:Z4099996704;27:02704:7:Z3877347433;
FC1(F)C2CNCC21,770,27:02700:1:Z2479840072;27:02700:2:Z2488903223;27:02700:2:Z2488903377;
O=S1(=O)CCc2[nH]ncc2C1,36,27:02700:1:Z5043652493;27:02702:7:Z5045045591;27:02706:7:Z5043568443;
Fc1cc2c(cc1F)NCC2,161,27:02700:1:Z1415255048;27:02702:4:Z1879463702;27:02703:4:Z1298176919;
C1CC2CN(C1)CCO2,122,27:02700:1:Z2927139027;27:02700:2:Z2829187721;27:02701:1:Z2973563540;
Cc1noc2ccncc12,245,27:02700:1:Z4227126388;27:02700:5:Z4192361149;27:02700:9:Z4192048988;
